,"31-dic-2018"
 
Ticker,Nombre,Clase de activo,Peso (%),Precio,Acciones,Valor de mercado,Valor nominal,Sector,,ISIN,Bolsa de valores,Ubicación,Moneda,Mercado de divisas,Tipo de Cambio
"MEXCHEM*","MEXICHEM SA DE CV","Equity","1.95","49.94","22,095,756.00","1,103,462,054.64","1,103,462,054.64","Materiales","2434760","MX01ME050007","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GRUMAB","GRUMA","Equity","1.76","222.70","4,476,120.00","996,831,924.00","996,831,924.00","Productos básicos de consumo","2392545","MXP4948K1056","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"KIMBERA","KIMBERLY-CLARK DE MEXICO CLASS A","Equity","1.71","31.17","30,953,048.00","964,806,506.16","964,806,506.16","Productos básicos de consumo","2491914","MXP606941179","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"AC*","ARCA CONTINENTAL","Equity","1.65","109.77","8,504,628.00","933,553,015.56","933,553,015.56","Productos básicos de consumo","2823885","MX01AC100006","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"PINFRA*","PROMOTORA Y OPERADORA DE INFRAESTR","Equity","1.61","188.13","4,828,784.00","908,439,133.92","908,439,133.92","Industriales","2393388","MX01PI000005","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"BSMXB","BANCO SANTANDER B SA","Equity","1.61","24.40","37,206,052.00","907,827,668.80","907,827,668.80","Financieros","BF1FXN2","MX41BS060005","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"IENOVA*","INFRAESTRUCTURA ENERGETICA NOVA","Equity","1.48","73.27","11,434,452.00","837,802,298.04","837,802,298.04","Servicios","B84XBP2","MX01IE060002","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"OMAB","GRUPO AEROPORTUARIO DEL CENTRO NOR","Equity","1.25","93.65","7,555,148.00","707,539,610.20","707,539,610.20","Industriales","B1KFX13","MX01OM000018","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"PE&OLES*","INDUST PENOLES","Equity","1.15","239.94","2,699,236.00","647,654,685.84","647,654,685.84","Materiales","2448200","MXP554091415","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ALSEA*","ALSEA DE CV","Equity","1.05","51.15","11,542,964.00","590,422,608.60","590,422,608.60","Consumo discrecional","2563017","MXP001391012","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"BBAJIOO","BANCO DEL BAJIO INSTITUCION DE BAN","Equity","1.03","38.37","15,150,988.00","581,343,409.56","581,343,409.56","Financieros","BYSX0F3","MX41BB000000","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"MEGACPO","MEGACABLE HOLDINGS CPO","Equity","1.03","88.14","6,578,540.00","579,832,515.60","579,832,515.60","Comunicación","B292SM8","MX01ME090003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"LIVEPOLC.1","EL PUERTO DE LIVERPOOL C1","Equity","0.97","126.17","4,326,916.00","545,926,991.72","545,926,991.72","Consumo discrecional","2306814","MXP369181377","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GCC*","GRUPO CEMENTOS","Equity","0.62","100.44","3,513,076.00","352,853,353.44","352,853,353.44","Materiales","2946663","MX01GC2M0006","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GMXT*","GMEXICO TRANSPORTES SAB DE CV SA","Equity","0.61","25.63","13,482,616.00","345,559,448.08","345,559,448.08","Industriales","BFLXFS5","MX01GM1Z0019","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GENTERA*","GENTERA SAB DE CV","Equity","0.56","14.48","21,960,116.00","317,982,479.68","317,982,479.68","Financieros","BHWQZW1","MX01GE0E0004","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"CUERVO*","BECLE SA DE CV","Equity","0.56","26.26","12,044,832.00","316,297,288.32","316,297,288.32","Productos básicos de consumo","BYM4063","MX01CU010003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"LALAB","GRUPO LALA","Equity","0.51","21.09","13,604,692.00","286,922,954.28","286,922,954.28","Productos básicos de consumo","BFNXZM7","MX01LA040003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ALPEKA","ALPEK SA DE CV","Equity","0.36","24.05","8,355,424.00","200,947,947.20","200,947,947.20","Materiales","B85H8C9","MX01AL0C0004","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"RA","REGIONAL SAB DE CV","Equity","0.32","90.49","2,007,472.00","181,656,141.28","181,656,141.28","Financieros","BG1Z6X0","MX01R0000006","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"MXN","MXN CASH","Cash","0.32","100.00","180,590,932.00","180,590,932.36","180,590,932.36","Liquidez","-","-","-","México","MXN","MXN","1.00"
"LABB","GENOMMA LAB INTERNATIONAL","Equity","0.31","11.67","14,988,220.00","174,912,527.40","174,912,527.40","Cuidado de la Salud","B3B1C73","MX01LA010006","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
 
