,"28-feb-2018"
 
Ticker,Nombre,Clase de activo,Peso (%),Precio,Acciones,Valor de mercado,Valor nominal,Sector,,ISIN,Bolsa de valores,Ubicación,Moneda,Mercado de divisas,Tipo de Cambio
"GRUMAB","GRUMA","Equity","1.61","218.20","3,051,307.00","665,795,187.40","665,795,187.40","Productos básicos de consumo","2392545","MXP4948K1056","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"BSMXB","BANCO SANTANDER B SA","Equity","1.60","26.61","24,899,224.00","662,568,350.64","662,568,350.64","Financieros","BF1FXN2","MX41BS060005","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"PINFRA*","PROMOTORA Y OPERADORA DE INFRAESTR","Equity","1.45","192.38","3,129,994.00","602,148,245.72","602,148,245.72","Industriales","2393388","MX01PI000005","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"PE&OLES*","INDUST PENOLES","Equity","1.28","411.94","1,285,221.00","529,433,938.74","529,433,938.74","Materiales","2448200","MXP554091415","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ELEKTRA*","GRUPO ELEKTRA","Equity","1.19","554.77","891,786.00","494,736,119.22","494,736,119.22","Financieros","2967084","MX01EL000003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"OMAB","GRUPO AEROPORTUARIO DEL CENTRO NOR","Equity","1.02","92.11","4,598,818.00","423,597,125.98","423,597,125.98","Industriales","B1KFX13","MX01OM000018","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ALSEA*","ALSEA DE CV","Equity","0.93","64.26","5,988,955.00","384,850,248.30","384,850,248.30","Consumo discrecional","2563017","MXP001391012","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GCARSOA1","GRUPO CARSO SERIES A1","Equity","0.90","66.19","5,665,464.00","374,997,062.16","374,997,062.16","Industriales","2393452","MXP461181085","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"MEGACPO","MEGACABLE HOLDINGS CPO","Equity","0.88","83.44","4,354,014.00","363,298,928.16","363,298,928.16","Consumo discrecional","B292SM8","MX01ME090003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"LIVEPOLC.1","EL PUERTO DE LIVERPOOL C1","Equity","0.87","128.70","2,789,017.00","358,946,487.90","358,946,487.90","Consumo discrecional","2306814","MXP369181377","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"CUERVO*","BECLE SA DE CV","Equity","0.68","34.77","8,052,303.00","279,978,575.31","279,978,575.31","Productos básicos de consumo","BYM4063","MX01CU010003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GENTERA*","GENTERA SAB DE CV","Equity","0.54","15.40","14,452,179.00","222,563,556.60","222,563,556.60","Financieros","BHWQZW1","MX01GE0E0004","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"VOLARA","CONTROLADORA VUELA COMPANIA DE AVI","Equity","0.51","16.78","12,642,378.00","212,139,102.84","212,139,102.84","Industriales","BDZDPH6","MX01VO000009","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"LALAB","GRUPO LALA","Equity","0.48","27.61","7,274,176.00","200,839,999.36","200,839,999.36","Productos básicos de consumo","BFNXZM7","MX01LA040003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"LABB","GENOMMA LAB INTERNATIONAL","Equity","0.45","20.39","9,250,094.00","188,609,416.66","188,609,416.66","Cuidado de la Salud","B3B1C73","MX01LA010006","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GFREGIOO","BANREGIO GRUPO FINANCIERO","Equity","0.45","116.15","1,591,226.00","184,820,899.90","184,820,899.90","Financieros","B6QL9F6","MX01GF0X0008","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ALPEKA","ALPEK SA DE CV","Equity","0.31","24.42","5,289,515.00","129,169,956.30","129,169,956.30","Materiales","B85H8C9","MX01AL0C0004","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"NEMAKA","NEMAK","Equity","0.28","13.41","8,594,369.00","115,250,488.29","115,250,488.29","Consumo discrecional","BYQ32R1","MX01NE000001","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"MXN","MXN CASH","Cash","0.17","100.00","70,651,884.00","70,651,883.86","70,651,883.86","Liquidez","-","-","-","México","MXN","MXN","1.00"
 
