,"28-sep-2018"
 
Ticker,Nombre,Clase de activo,Peso (%),Precio,Acciones,Valor de mercado,Valor nominal,Sector,,ISIN,Bolsa de valores,Ubicación,Moneda,Mercado de divisas,Tipo de Cambio
"KIMBERA","KIMBERLY-CLARK DE MEXICO CLASS A","Equity","1.54","33.30","29,840,776.00","993,697,840.80","993,697,840.80","Productos básicos de consumo","2491914","MXP606941179","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"AC*","ARCA CONTINENTAL","Equity","1.54","120.88","8,207,192.00","992,085,368.96","992,085,368.96","Productos básicos de consumo","2823885","MX01AC100006","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"OMAB","GRUPO AEROPORTUARIO DEL CENTRO NOR","Equity","1.50","133.45","7,267,736.00","969,879,369.20","969,879,369.20","Industriales","B1KFX13","MX01OM000018","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"PINFRA*","PROMOTORA Y OPERADORA DE INFRAESTR","Equity","1.44","199.09","4,658,136.00","927,388,296.24","927,388,296.24","Industriales","2393388","MX01PI000005","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"PE&OLES*","INDUST PENOLES","Equity","1.30","322.37","2,609,600.00","841,256,752.00","841,256,752.00","Materiales","2448200","MXP554091415","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ALSEA*","ALSEA DE CV","Equity","1.10","63.67","11,156,040.00","710,305,066.80","710,305,066.80","Consumo discrecional","2563017","MXP001391012","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"BBAJIOO","BANCO DEL BAJIO INSTITUCION DE BAN","Equity","1.04","46.18","14,574,616.00","673,055,766.88","673,055,766.88","Financieros","BYSX0F3","MX41BB000000","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"MEGACPO","MEGACABLE HOLDINGS CPO","Equity","0.94","96.28","6,328,280.00","609,286,798.40","609,286,798.40","Consumo discrecional","B292SM8","MX01ME090003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"LIVEPOLC.1","EL PUERTO DE LIVERPOOL C1","Equity","0.91","140.44","4,162,312.00","584,555,097.28","584,555,097.28","Consumo discrecional","2306814","MXP369181377","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GCC*","GRUPO CEMENTOS","Equity","0.64","122.81","3,379,432.00","415,028,043.92","415,028,043.92","Materiales","2946663","MX01GC2M0006","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GMXT*","GMEXICO TRANSPORTES SAB DE CV SA","Equity","0.64","31.72","12,969,712.00","411,399,264.64","411,399,264.64","Industriales","BFLXFS5","MX01GM1Z0019","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GENTERA*","GENTERA SAB DE CV","Equity","0.62","18.99","21,124,712.00","401,158,280.88","401,158,280.88","Financieros","BHWQZW1","MX01GE0E0004","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"CUERVO*","BECLE SA DE CV","Equity","0.54","30.33","11,586,624.00","351,422,305.92","351,422,305.92","Productos básicos de consumo","BYM4063","MX01CU010003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"LALAB","GRUPO LALA","Equity","0.43","21.40","13,087,144.00","280,064,881.60","280,064,881.60","Productos básicos de consumo","BFNXZM7","MX01LA040003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ALPEKA","ALPEK SA DE CV","Equity","0.38","30.52","8,037,568.00","245,306,575.36","245,306,575.36","Materiales","B85H8C9","MX01AL0C0004","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"LABB","GENOMMA LAB INTERNATIONAL","Equity","0.37","16.39","14,418,040.00","236,311,675.60","236,311,675.60","Cuidado de la Salud","B3B1C73","MX01LA010006","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"RA","REGIONAL SAB DE CV","Equity","0.36","117.78","1,957,200.00","230,519,016.00","230,519,016.00","Financieros","BG1Z6X0","MX01R0000006","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"MXN","MXN CASH","Cash","0.13","100.00","85,782,192.00","85,782,191.54","85,782,191.54","Liquidez","-","-","-","México","MXN","MXN","1.00"
"USD","USD CASH","Cash","0.00","1,869.86","11,073.00","207,057.17","207,057.17","Liquidez","-","-","-","Estados Unidos","MXN","USD","0.05"
 
