,"30-nov-2018"
 
Ticker,Nombre,Clase de activo,Peso (%),Precio,Acciones,Valor de mercado,Valor nominal,Sector,,ISIN,Bolsa de valores,Ubicación,Moneda,Mercado de divisas,Tipo de Cambio
"PE&OLES*","INDUST PENOLES","Equity","1.11","231.88","2,552,400.00","591,850,512.00","591,850,512.00","Materiales","2448200","MXP554091415","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"MEGACPO","MEGACABLE HOLDINGS CPO","Equity","1.08","93.17","6,189,570.00","576,682,236.90","576,682,236.90","Comunicación","B292SM8","MX01ME090003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ALSEA*","ALSEA DE CV","Equity","1.04","51.01","10,911,510.00","556,596,125.10","556,596,125.10","Consumo discrecional","2563017","MXP001391012","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"BBAJIOO","BANCO DEL BAJIO INSTITUCION DE BAN","Equity","1.02","38.06","14,255,154.00","542,551,161.24","542,551,161.24","Financieros","BYSX0F3","MX41BB000000","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"LIVEPOLC.1","EL PUERTO DE LIVERPOOL C1","Equity","0.93","121.30","4,071,078.00","493,821,761.40","493,821,761.40","Consumo discrecional","2306814","MXP369181377","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GCC*","GRUPO CEMENTOS","Equity","0.66","106.20","3,305,358.00","351,029,019.60","351,029,019.60","Materiales","2946663","MX01GC2M0006","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GENTERA*","GENTERA SAB DE CV","Equity","0.58","15.09","20,661,678.00","311,784,721.02","311,784,721.02","Financieros","BHWQZW1","MX01GE0E0004","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GMXT*","GMEXICO TRANSPORTES SAB DE CV SA","Equity","0.58","24.54","12,685,428.00","311,300,403.12","311,300,403.12","Industriales","BFLXFS5","MX01GM1Z0019","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"CUERVO*","BECLE SA DE CV","Equity","0.54","25.61","11,332,656.00","290,229,320.16","290,229,320.16","Productos básicos de consumo","BYM4063","MX01CU010003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"MXN","MXN CASH","Cash","0.47","100.00","249,621,254.00","249,621,253.61","249,621,253.61","Liquidez","-","-","-","México","MXN","MXN","1.00"
"LALAB","GRUPO LALA","Equity","0.44","18.44","12,800,286.00","236,037,273.84","236,037,273.84","Productos básicos de consumo","BFNXZM7","MX01LA040003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ALPEKA","ALPEK SA DE CV","Equity","0.36","24.76","7,861,392.00","194,648,065.92","194,648,065.92","Materiales","B85H8C9","MX01AL0C0004","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"LABB","GENOMMA LAB INTERNATIONAL","Equity","0.33","12.53","14,102,010.00","176,698,185.30","176,698,185.30","Cuidado de la Salud","B3B1C73","MX01LA010006","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"RA","REGIONAL SAB DE CV","Equity","0.31","87.76","1,914,300.00","167,998,968.00","167,998,968.00","Financieros","BG1Z6X0","MX01R0000006","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
 
