,"31-ago-2018"
 
Ticker,Nombre,Clase de activo,Peso (%),Precio,Acciones,Valor de mercado,Valor nominal,Sector,,ISIN,Bolsa de valores,Ubicación,Moneda,Mercado de divisas,Tipo de Cambio
"BSMXB","BANCO SANTANDER B SA","Equity","1.73","30.24","36,955,916.00","1,117,546,899.84","1,117,546,899.84","Financieros","BF1FXN2","MX41BS060005","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GRUMAB","GRUMA","Equity","1.68","242.05","4,482,664.00","1,085,028,821.20","1,085,028,821.20","Productos básicos de consumo","2392545","MXP4948K1056","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GFINBURO","GRUPO FINANCIERO INBURSA SRIES O O","Equity","1.63","30.36","34,753,677.00","1,055,121,633.72","1,055,121,633.72","Financieros","2822398","MXP370641013","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"KIMBERA","KIMBERLY-CLARK DE MEXICO CLASS A","Equity","1.58","33.56","30,440,416.00","1,021,580,360.96","1,021,580,360.96","Productos básicos de consumo","2491914","MXP606941179","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"BIMBOA","GRUPO BIMBO A","Equity","1.58","39.75","25,631,977.00","1,018,871,085.75","1,018,871,085.75","Productos básicos de consumo","2392471","MXP495211262","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"IENOVA*","INFRAESTRUCTURA ENERGETICA NOVA","Equity","1.56","88.84","11,376,063.00","1,010,649,436.92","1,010,649,436.92","Servicios","B84XBP2","MX01IE060002","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"AC*","ARCA CONTINENTAL","Equity","1.54","117.56","8,470,150.00","995,750,834.00","995,750,834.00","Productos básicos de consumo","2823885","MX01AC100006","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"PINFRA*","PROMOTORA Y OPERADORA DE INFRAESTR","Equity","1.45","202.44","4,639,036.00","939,126,447.84","939,126,447.84","Industriales","2393388","MX01PI000005","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"OMAB","GRUPO AEROPORTUARIO DEL CENTRO NOR","Equity","1.33","126.02","6,828,244.00","860,495,308.88","860,495,308.88","Industriales","B1KFX13","MX01OM000018","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"PE&OLES*","INDUST PENOLES","Equity","0.96","324.74","1,902,526.00","617,826,293.24","617,826,293.24","Materiales","2448200","MXP554091415","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ALSEA*","ALSEA DE CV","Equity","0.95","68.06","8,978,359.00","611,067,113.54","611,067,113.54","Consumo discrecional","2563017","MXP001391012","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GCARSOA1","GRUPO CARSO SERIES A1","Equity","0.93","70.70","8,470,150.00","598,839,605.00","598,839,605.00","Industriales","2393452","MXP461181085","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"MEGACPO","MEGACABLE HOLDINGS CPO","Equity","0.90","89.87","6,463,376.00","580,863,601.12","580,863,601.12","Consumo discrecional","B292SM8","MX01ME090003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"LIVEPOLC.1","EL PUERTO DE LIVERPOOL C1","Equity","0.86","134.51","4,130,827.00","555,637,539.77","555,637,539.77","Consumo discrecional","2306814","MXP369181377","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GENTERA*","GENTERA SAB DE CV","Equity","0.64","19.37","21,475,088.00","415,972,454.56","415,972,454.56","Financieros","BHWQZW1","MX01GE0E0004","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GMXT*","GMEXICO TRANSPORTES SAB DE CV SA","Equity","0.64","30.97","13,421,930.00","415,677,172.10","415,677,172.10","Industriales","BFLXFS5","MX01GM1Z0019","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"CUERVO*","BECLE SA DE CV","Equity","0.50","27.05","11,923,365.00","322,527,023.25","322,527,023.25","Productos básicos de consumo","BYM4063","MX01CU010003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"RA","REGIONAL SAB DE CV","Equity","0.43","117.31","2,358,611.00","276,688,656.41","276,688,656.41","Financieros","BG1Z6X0","MX01R0000006","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"VOLARA","CONTROLADORA VUELA COMPANIA DE AVI","Equity","0.41","13.96","18,764,640.00","261,954,374.40","261,954,374.40","Industriales","BDZDPH6","MX01VO000009","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ALPEKA","ALPEK SA DE CV","Equity","0.34","28.19","7,857,693.00","221,508,365.67","221,508,365.67","Materiales","B85H8C9","MX01AL0C0004","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"LALAB","GRUPO LALA","Equity","0.34","20.31","10,802,699.00","219,402,816.69","219,402,816.69","Productos básicos de consumo","BFNXZM7","MX01LA040003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"NEMAKA","NEMAK","Equity","0.31","15.96","12,653,101.00","201,943,491.96","201,943,491.96","Consumo discrecional","BYQ32R1","MX01NE000001","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"MXN","MXN CASH","Cash","0.24","100.00","153,465,163.00","153,465,162.80","153,465,162.80","Liquidez","-","-","-","México","MXN","MXN","1.00"
 
