,"28-mar-2018"
 
Ticker,Nombre,Clase de activo,Peso (%),Precio,Acciones,Valor de mercado,Valor nominal,Sector,,ISIN,Bolsa de valores,Ubicación,Moneda,Mercado de divisas,Tipo de Cambio
"PINFRA*","PROMOTORA Y OPERADORA DE INFRAESTR","Equity","1.40","180.74","3,514,665.00","635,240,552.10","635,240,552.10","Industriales","2393388","MX01PI000005","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"PE&OLES*","INDUST PENOLES","Equity","1.17","367.26","1,447,215.00","531,504,180.90","531,504,180.90","Materiales","2448200","MXP554091415","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ELEKTRA*","GRUPO ELEKTRA","Equity","1.13","510.08","1,004,190.00","512,217,235.20","512,217,235.20","Financieros","2967084","MX01EL000003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"OMAB","GRUPO AEROPORTUARIO DEL CENTRO NOR","Equity","1.01","88.65","5,168,625.00","458,198,606.25","458,198,606.25","Industriales","B1KFX13","MX01OM000018","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ALSEA*","ALSEA DE CV","Equity","0.94","63.53","6,733,980.00","427,809,749.40","427,809,749.40","Consumo discrecional","2563017","MXP001391012","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"LIVEPOLC.1","EL PUERTO DE LIVERPOOL C1","Equity","0.94","135.50","3,130,710.00","424,211,205.00","424,211,205.00","Consumo discrecional","2306814","MXP369181377","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"MEGACPO","MEGACABLE HOLDINGS CPO","Equity","0.91","83.97","4,892,965.00","410,862,271.05","410,862,271.05","Consumo discrecional","B292SM8","MX01ME090003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GCARSOA1","GRUPO CARSO SERIES A1","Equity","0.90","64.03","6,399,250.00","409,743,977.50","409,743,977.50","Industriales","2393452","MXP461181085","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"CUERVO*","BECLE SA DE CV","Equity","0.74","36.90","9,047,555.00","333,854,779.50","333,854,779.50","Productos básicos de consumo","BYM4063","MX01CU010003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GMXT*","GMEXICO TRANSPORTES SAB DE CV SA","Equity","0.71","31.70","10,150,195.00","321,761,181.50","321,761,181.50","Industriales","BFLXFS5","MX01GM1Z0019","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GENTERA*","GENTERA SAB DE CV","Equity","0.47","13.26","16,224,560.00","215,137,665.60","215,137,665.60","Financieros","BHWQZW1","MX01GE0E0004","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"VOLARA","CONTROLADORA VUELA COMPANIA DE AVI","Equity","0.46","14.65","14,196,490.00","207,978,578.50","207,978,578.50","Industriales","BDZDPH6","MX01VO000009","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"LALAB","GRUPO LALA","Equity","0.45","24.73","8,171,350.00","202,077,485.50","202,077,485.50","Productos básicos de consumo","BFNXZM7","MX01LA040003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GFREGIOO","BANREGIO GRUPO FINANCIERO","Equity","0.44","111.92","1,781,945.00","199,435,284.40","199,435,284.40","Financieros","B6QL9F6","MX01GF0X0008","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ALPEKA","ALPEK SA DE CV","Equity","0.33","25.26","5,936,535.00","149,956,874.10","149,956,874.10","Materiales","B85H8C9","MX01AL0C0004","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"NEMAKA","NEMAK","Equity","0.32","14.94","9,657,945.00","144,289,698.30","144,289,698.30","Consumo discrecional","BYQ32R1","MX01NE000001","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"MXN","MXN CASH","Cash","0.06","100.00","27,194,801.00","27,194,801.39","27,194,801.39","Liquidez","-","-","-","México","MXN","MXN","1.00"
"USD","USD CASH","Cash","0.01","1,830.50","131,777.00","2,412,233.26","2,412,233.26","Liquidez","-","-","-","Estados Unidos","MXN","USD","0.05"
 
