,"31-jul-2018"
 
Ticker,Nombre,Clase de activo,Peso (%),Precio,Acciones,Valor de mercado,Valor nominal,Sector,,ISIN,Bolsa de valores,Ubicación,Moneda,Mercado de divisas,Tipo de Cambio
"MEGACPO","MEGACABLE HOLDINGS CPO","Equity","0.89","89.69","6,703,440.00","601,231,533.60","601,231,533.60","Consumo discrecional","B292SM8","MX01ME090003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ALSEA*","ALSEA DE CV","Equity","0.89","64.29","9,311,835.00","598,657,872.15","598,657,872.15","Consumo discrecional","2563017","MXP001391012","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"LIVEPOLC.1","EL PUERTO DE LIVERPOOL C1","Equity","0.88","138.31","4,284,255.00","592,555,309.05","592,555,309.05","Consumo discrecional","2306814","MXP369181377","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GENTERA*","GENTERA SAB DE CV","Equity","0.67","20.14","22,272,720.00","448,572,580.80","448,572,580.80","Financieros","BHWQZW1","MX01GE0E0004","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"GMXT*","GMEXICO TRANSPORTES SAB DE CV SA","Equity","0.66","31.80","13,920,450.00","442,670,310.00","442,670,310.00","Industriales","BFLXFS5","MX01GM1Z0019","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"CUERVO*","BECLE SA DE CV","Equity","0.48","25.97","12,366,225.00","321,150,863.25","321,150,863.25","Productos básicos de consumo","BYM4063","MX01CU010003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"RA","REGIONAL SAB DE CV","Equity","0.41","113.32","2,446,215.00","277,205,083.80","277,205,083.80","Financieros","BG1Z6X0","MX01R0000006","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"VOLARA","CONTROLADORA VUELA COMPANIA DE AVI","Equity","0.40","13.68","19,461,600.00","266,234,688.00","266,234,688.00","Industriales","BDZDPH6","MX01VO000009","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"ALPEKA","ALPEK SA DE CV","Equity","0.38","31.54","8,149,545.00","257,036,649.30","257,036,649.30","Materiales","B85H8C9","MX01AL0C0004","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"LALAB","GRUPO LALA","Equity","0.33","19.77","11,203,935.00","221,501,794.95","221,501,794.95","Productos básicos de consumo","BFNXZM7","MX01LA040003","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
"MXN","MXN CASH","Cash","0.30","100.00","203,145,657.00","203,145,657.46","203,145,657.46","Liquidez","-","-","-","México","MXN","MXN","1.00"
"NEMAKA","NEMAK","Equity","0.30","15.36","13,123,065.00","201,570,278.40","201,570,278.40","Consumo discrecional","BYQ32R1","MX01NE000001","Bolsa Mexicana De Valores","México","MXN","MXN","1.00"
 
